               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 151,            0.032985,            0.021115,           0.0049156,             0.77108,             0.62483,             0.68366,             0.42012,            0.030603,            0.015097,           0.0058477,            0.002575,            0.002575,            0.002575
                 152,            0.032621,            0.021002,           0.0048353,             0.77671,             0.62063,             0.68284,             0.42011,            0.030585,            0.015093,           0.0058584,           0.0025255,           0.0025255,           0.0025255
                 153,            0.032958,            0.021159,           0.0051713,             0.76839,              0.6237,             0.68179,              0.4199,            0.030575,            0.015086,           0.0058716,            0.002476,            0.002476,            0.002476
                 154,             0.03279,            0.020907,           0.0048392,             0.76991,             0.62445,              0.6822,             0.42007,            0.030553,            0.015077,           0.0058662,           0.0024265,           0.0024265,           0.0024265
                 155,            0.032697,            0.020856,           0.0048747,             0.77204,             0.62386,             0.68265,             0.41964,            0.030541,             0.01507,           0.0058669,            0.002377,            0.002377,            0.002377
                 156,            0.032672,            0.020798,           0.0047999,             0.77161,               0.625,             0.68285,             0.42025,            0.030529,            0.015066,           0.0058565,           0.0023275,           0.0023275,           0.0023275
                 157,            0.032686,            0.020881,           0.0047391,             0.78182,             0.62158,             0.68362,             0.42086,            0.030519,            0.015061,           0.0058638,            0.002278,            0.002278,            0.002278
                 158,            0.032535,            0.020526,           0.0046564,              0.7779,             0.62486,             0.68414,             0.42055,            0.030507,            0.015059,           0.0058652,           0.0022285,           0.0022285,           0.0022285
                 159,            0.032602,            0.020954,           0.0048213,             0.78082,             0.62404,             0.68588,             0.42123,            0.030495,             0.01506,           0.0058704,            0.002179,            0.002179,            0.002179
                 160,            0.032431,            0.020818,           0.0046999,             0.77658,             0.62677,              0.6857,             0.42151,             0.03048,            0.015057,           0.0058717,           0.0021295,           0.0021295,           0.0021295
                 161,            0.032583,            0.020566,           0.0047001,             0.77214,              0.6272,              0.6863,              0.4221,            0.030468,            0.015052,           0.0058654,             0.00208,             0.00208,             0.00208
                 162,            0.032254,            0.020435,           0.0044601,             0.77268,               0.626,             0.68481,              0.4218,            0.030455,            0.015053,           0.0058629,           0.0020305,           0.0020305,           0.0020305
                 163,            0.032533,            0.020902,           0.0046789,             0.77163,             0.62749,             0.68545,             0.42204,            0.030452,            0.015052,           0.0058617,            0.001981,            0.001981,            0.001981
                 164,            0.032224,            0.020584,           0.0045314,             0.77109,              0.6275,              0.6856,             0.42221,            0.030444,             0.01505,             0.00586,           0.0019315,           0.0019315,           0.0019315
                 165,             0.03244,            0.020686,           0.0046624,             0.77726,             0.62722,             0.68652,             0.42323,            0.030421,            0.015049,           0.0058598,            0.001882,            0.001882,            0.001882
                 166,            0.032387,            0.020976,           0.0047244,             0.77559,             0.62898,             0.68633,             0.42305,            0.030405,            0.015047,           0.0058541,           0.0018325,           0.0018325,           0.0018325
                 167,             0.03223,            0.020643,           0.0046435,             0.77581,             0.62957,             0.68589,             0.42303,            0.030392,            0.015045,           0.0058597,            0.001783,            0.001783,            0.001783
                 168,            0.032084,            0.020498,           0.0044481,             0.77334,             0.62774,             0.68588,             0.42346,            0.030385,            0.015042,           0.0058644,           0.0017335,           0.0017335,           0.0017335
                 169,            0.031994,            0.020569,           0.0045849,             0.77356,             0.62785,             0.68561,             0.42374,             0.03038,            0.015039,           0.0058674,            0.001684,            0.001684,            0.001684
